text,label,seed
When can I go to celebrate my son's birthday at 9pm?,3,when can i leave to catch my son 's birthday at 9 pm ?
When can I expect to arrive in St Louis when I leave at 8am tomorrow?,2,when can i expect to arrive in st . louis if i leave tomorrow at 8 am ?
Who is the traffic sweeper?,6,who 's the traffic home
When will I get home?,2,when will i get home
How much time should I take from work if I want to get home at 4pm?,3,what time should i leave work if i want to get home at 4 pm
Distance between nyc and la,1,distance between nyc and la
What do you do to avoid traffic?,0,what is the route to take to avoid traffic
"If I take the bus now, can I get to work by 7am?",2,if i take the bus now can i reach my work by 7 am ?
traffic is free on the i-275 northbound today at 5 p.m.,6,is the traffic clear going north on i - 275 at 5 pm today
What route should I take to avoid traffic?,0,what route should i take to avoid traffic
Will I have time to ride my bike to the family video and be there at 4: 30?,2,will i have time to ride my bike to family video and be there by 4 : 30 ?
"Get a description of disney world from tallahassee, florida and avoid highways.",0,"get directions to disney world from tallahassee , florida , avoiding expressways ."
When do I have to leave lynnwood to get to bothell by 8am?,3,what time do i have to leave lynnwood to arrive in bothell by 8 am ?
how many miles between colorado and washington,1,how many miles between colorado and washington
Is there a quick way to get to the airport today for a 9pm flight?,0,is there a fast way to get to the airport for a 9 pm flight today ?
How long do I need to get home from here?,4,how long do i take to go home from here
I need help to get to unisys today at 3pm,0,i need help getting to unisys today at 3 pm
What time do I need to leave the curtain to get home at 8 o'clock this evening?,3,what time do i need to leave vail to get home by 8 tonight
Will there be heavy traffic to Homer Glen at 8am on Wednesday?,6,is there heavy traffic going to homer glen on wednesday at 8 am
What is the distance between los angeles and honolulu?,1,what is the distance between los angeles and honolulu
Traffic on Highway 75 southbound,6,is there traffic on highway 75 south
Will I get home on time when I leave work now?,2,will i get home on time if i leave work right now
Can I get to London at 5am?,2,can i get to london by 5
How long will it take to get to Guarulhos Airport from here if I leave now?,4,how long will it take me to get to guarulhos airport from here if i leave right now ?
What is the quickest way home?,0,whats the fastest route home
I can come to the party before 6pm if I have picked up john and jose,2,can i get to the party before 6 pm if i picked up john and jose
When should I go to get to Winnipeg by 6 p.m.?,3,when should i leave to get to winnipeg by 6 pm ?
is there anyway to avoid the traffic,0,is there anyway to avoid traffic
How far is the airport from here?,1,how far is the airport from here
How long is my way to work when I go now,4,how long is my drive to work if i leave now
How long will I stand in a traffic jam,4,how long will i be in traffic for
Are the airlines closed due to the weather?,5,are the airlines shut down due to weather
Did the rain cause flooding on my way home?,5,has the rain caused any flooding on my route home ?
is built to 35w in Minneapolis,6,is there construction on 35w in minneapolis
How long will it take to get from Bellingham to Seattle?,4,how long will it take me to drive from bellingham to seattle
How long is the journey time to Waikiki if I leave in 10 minutes?,4,how long is the travel time to waikiki if i leave in 10 minutes
at what time will I be at work when I go now,2,what time will i be at work if i leave now
Should I avoid the 91 today?,6,should i avoid the 91 today
What time should I go on Sunday mornings if I have to be in Colombia by 10 a.m.?,3,what time should i leave on sunday morning if i need to be in columbia by 10 am
Will the streets be cleared as I drive to 5th Ave now?,5,will the roads be cleared if i leave now to get to 5th ave ?
How long will it take to get to Elmwood Park?,4,how long will it take me to get to elmwood park zoo
How long does it take to drive from Dallas to Houston when I leave at 10 a.m.,4,how long does it take to drive from dallas to houston if i leave at 10 am
When will I get home?,2,when will i get home
I want to come to the regional park in cerritos without schusterblvd.,0,i want to get to regional park in cerritos without using shoemaker blvd .
Should I take an alternative route home today?,0,should i take an alternate route home today
How long will it take to get to Elmwood Park?,4,how long will it take me to get to elmwood park zoo
"what is the traffic driving from cranford to new hope, pa",6,"what is the traffic driving from cranford to new hope , pa"
How far is Durham?,1,how far to durham ?
any construction I should look for on johnstion street,6,any construction i should look for on johnstion street
"Up-to-date traffic reports, please",6,latest traffic news please
is there anyway to avoid the traffic,0,is there anyway to avoid traffic
"if I leave lift in 5 minutes, how much time would I get home?",2,if i leave heb in 5 minutes what time would i get home ?
What time should I take to make it to the game in Leverpool today?,3,what time should i leave to make it to the liverpool game today ?
Traffic on Highway 75 southbound,6,is there traffic on highway 75 south
"I need to be in memphis at noon, when should I go?",3,i need to be in memphis by noon when should i leave ?
Are there trees on the orange street in Athens?,5,are there any trees down on orange road in athol ?
"if I leave at 9 o'clock, I will make it to Solon by 10 o'clock",2,if i leave at 9 am will i make it to solon by 10 am from lakeview
"when I am here now, do I pass through floodwaters on my way to the shore?",5,"if i here now , will i drive through flooding on the way to the bank ?"
Can I ride my bike in Fort Collins this morning because of the road conditions?,5,can i drive the bike in fort collins this morning due to the road conditions
What time should I take to make it to the game in Leverpool today?,3,what time should i leave to make it to the liverpool game today ?
"If I leave the art festival at 9 p.m., when will I make it home?",2,if i leave art festival at 9 pm what time i will make it home ?
Is the icy road conditions on the i 77 this morning,5,are the any icy road conditions on i 77 this morning
When should I go to be at Rachel's until 5pm?,3,when should i leave to be at rachel 's by 5 pm ?
When should I go if I want to ride my bike to Grovertown by 2 a.m.?,3,when should i leave if i want to bike to grovertown by 2 ?
Are the roads near work icy?,5,are the roads near work icy ?
traffic in Toledonia is heavy,6,is traffic heavy in toledo
"if I leave at 9 o'clock, I will make it to Solon by 10 o'clock",2,if i leave at 9 am will i make it to solon by 10 am from lakeview
Is there a broken power line on Barton Road?,5,is there a downed power line on barton road ?
"If I want to make it to the city by 12 o'clock, how much time do I need to leave my house in the morning?",3,"if i want to make it to ny city by 12 pm , what time i need to leave my house in the morning"
Can I get to London at 5am?,2,can i get to london by 5
When am I expected to go to the airport?,2,when am i expected to get to the airport
Is there a destroyed power in Giza City?,5,is there any downed power to giza city ?
Will I have time to ride my bike to the family video and be there at 4: 30?,2,will i have time to ride my bike to family video and be there by 4 : 30 ?
When should I go to get into town by noon?,3,when should i leave to get to town by noon
Directions to nebraska tomorrow,0,directions to nebraska tomorrow
Are there icy roads on the way to my massage appointment?,5,are there any icy roads on the way to my massage appointment ?
When should I leave my house to get downtown by 5 p.m.?,3,what time should i leave my house to get downtown by 5 pm
It's raining through the way I have to go to work right now,5,is it raining through the route i need to go to work right now
how many miles is it from Biloxi to new orleans,1,how many miles is it from biloxi to new orleans
what is the traffic on the fl turntable today,6,what is the traffic on the fl turnpike today
It's raining through the way I have to go to work right now,5,is it raining through the route i need to go to work right now
can I reach Cairo by bus today until 19: 00?,2,can i get cairo by 7 pm by bus today ?
What is the state of the road today?,5,how is the road conditions today ? any danger ?
What time do I need to leave the curtain to get home at 8 o'clock this evening?,3,what time do i need to leave vail to get home by 8 tonight
When should I go to make it to the lil kim concert at 9pm?,3,what time should i leave to make it to the lil kim concert at 9 pm ?
Are the roads to Main Street in Portland polluted this morning?,5,are the road to main st in portland fuggy this morning ?
Best Route for Tomorrow's Maine Concert,0,best route to paramount for the maine concert tomorrow
how much mile between Austin and Dallas,1,how many mile between austin and dallas
Greenville to Charleston,1,miles from greenville to charleston
How long would it take me to go to walmart,4,how long would it take me to go to walmart
Take me to San Antonio Texas and no toll roads?,0,take me to san antonio texas and no toll roads ?
"If the meeting starts at 9 a.m., what time do I have to leave my mother at home?",3,if the meeting starts at 9 am what time will i have to leave my mom ; s home
how far is portland from san francisco,1,how far is portland from san francisco
Are the roads to Main Street in Portland polluted this morning?,5,are the road to main st in portland fuggy this morning ?
Are there any accidents on the way home?,6,are there accidents on the way home
Are the paths between here and the devil's play plowed?,5,have the roads between here and the devil 's game been plowed ?
How long does the train to Chicago take?,4,how long does the train take to chicago
What route should I take to avoid traffic?,0,what route should i take to avoid traffic
Please tell me the traffic for this morning,6,please tell me the traffic for this morning
Are there traffic obstructions due to road works?,6,are there any traffic delays due to road construction
Did the rain affect the trip to my uncle Safwat?,5,did the rain affect driving to my uncle safwat ?
Traffic on Highway 75 southbound,6,is there traffic on highway 75 south
Which way do I go from home to the kent state campus?,0,what direction do i head from home to get to the kent state campus ?
Are there currently floods on the Gallows Strait?,5,is there any flooding aking place on galm road right now ?
What time should I take to come to the Jubilee Concert tomorrow at 5.30 p.m.,3,what time should i leave to make it to the cheer concert by 5 : 30 pm tomorrow ?
How much time should I take from work if I want to get home at 4pm?,3,what time should i leave work if i want to get home at 4 pm
Calculate the time it would take to reach San Francisco from Seattle if you are traveling at 65 km / h,4,calculate the time it would take to get to san francisco from seattle if traveling at 65 mph
Which way do I go from home to the kent state campus?,0,what direction do i head from home to get to the kent state campus ?
"If I leave here at 5 in the morning, when will I get to Santa Cruz?",2,"if i leave here at 5 am , when will i get to santa cruz ?"
"if I walk, do I manage up to pv days before noon?",2,"if i walk , can i make it to pv days before noon ?"
"from nasa in houston, send me an instruction to galveston.",0,"from nasa in houston , send me directions to galveston ."
Tell me the direction of travel from my house to the Uta Shakespeare Festival,0,tell me the driving directions from my house to the utah shakespeare festival
Are the paths between here and the devil's play plowed?,5,have the roads between here and the devil 's game been plowed ?
What is the distance between Baltimore and Washington DC?,1,what is the distance between baltimore and washington dc
Will there be heavy traffic to Homer Glen at 8am on Wednesday?,6,is there heavy traffic going to homer glen on wednesday at 8 am
Obstacles on the way to work,6,any obstructions on my way to work
How do I get traffic from Tampa to Miami when I leave at 5 a.m.?,6,how is traffic driving from tampa to miami if i leave by 5 am
Will the marina be flooded?,5,is there flooding by the marina ?
Is there a faster route?,0,is there a faster route available
How long will it take to get to my doctor's appointment at 3pm if I'm not driving on the motorway?,4,how long will it take to get to my doctors appointment at 3 pm if i don't take the highway
what is the traffic on the fl turntable today,6,what is the traffic on the fl turnpike today
how big is the distance between new york and florida,1,what is the distance between new york and florida
Is it a clear shot at the trump card?,6,is it a clear shot to the trump rally
How long would it take to drive from home to San Francisco?,4,how long would it take to drive from home to san francisco
Who is the traffic sweeper?,6,who 's the traffic home
Are the airlines closed due to the weather?,5,are the airlines shut down due to weather
Traffic on Highway 75 southbound,6,is there traffic on highway 75 south
how far away is georgia from hawaii,1,how far away is georgia from hawaii
how far from my house to the tennis lake,1,how far from my house to sweetwater tennessee
how many miles is it from la to hawaii,1,how many miles is it from la to hawaii
What is a scenic route to see the ocean in California?,0,what is a scenic route to view ocean in california
When should I leave Chris's house to get to work at 9am on Friday morning?,3,what time should i depart from chris ' house to get to work by 9 am on friday morning ?
What is the distance between Washington DC and the new jersey from Newark?,1,what is the distance between washington dc and newark new jersey
how many miles between seattle and new york,1,how many miles between seattle and new york
What will traffic be like this bank holiday weekend?,6,what will the traffic this holiday weekend supposed to be like
Are the paths between here and the devil's play plowed?,5,have the roads between here and the devil 's game been plowed ?
Is there a broken power line on Barton Road?,5,is there a downed power line on barton road ?
What is the distance between Boston and Las Vegas?,1,what 's the distance between boston and las vegas
"My brother wants to meet in his house at 10 p.m., when should I leave my sisters on the 88 freeway?",3,my brother wants to meet at his house at 10 pm when should i leave my sisters using highway 88
What time do I need to leave the curtain to get home at 8 o'clock this evening?,3,what time do i need to leave vail to get home by 8 tonight
Are the roads slick this morning?,5,are the roads slick this morning ?
Who is the traffic sweeper?,6,who 's the traffic home
Can I get from here to galveston before 6 p.m.?,2,can i get from here to galveston before 6 pm ?
How far is Chicago from Milwaukee?,1,how far is chicago to milwaukee
"what is the traffic driving from cranford to new hope, pa",6,"what is the traffic driving from cranford to new hope , pa"
How many minutes will I wait in a traffic jam,4,how many minutes will i spend waiting in traffic
"If I take the bus now, can I get to work by 7am?",2,if i take the bus now can i reach my work by 7 am ?
Are there other routes to Charleston that don't cross the freeways that will take me there tonight at 9 p.m.?,0,are there other routes to charleston that do not take the interstates that will get me there by 9 pm tonight ?
How far is the stadium from my current location?,1,how far is the stadium from my current location ?
"If I leave Texas Stadium at 10: 30 p.m., when will I get home?",2,"if i leave texas stadium at 10 : 30 pm , what time will i get home"
Are there floods in the belt?,5,are there any flooding in the belt parkway ?
Are there traffic obstructions due to road works?,6,are there any traffic delays due to road construction
Are the roads near work icy?,5,are the roads near work icy ?
What is the distance between provo utah and denver colorado?,1,what is the distance between provo utah and denver colorado
Will I have time to ride my bike to the family video and be there at 4: 30?,2,will i have time to ride my bike to family video and be there by 4 : 30 ?
"when would I arrive in trenton, nj if I left now and I - 75",2,"when would i arrive in trenton , nj if i left now and took i - 75"
Take me to San Antonio Texas and no toll roads?,0,take me to san antonio texas and no toll roads ?
When do I arrive at the mall when I leave my house at 7: 15 a.m.?,2,when will i arrive at the mall if i leave my house at 7 : 15
there are signs of black ice on the way to Reno,5,is there signs of black ice on the way to reno
"If I want to be in Dallas, Texas tomorrow at 10 a.m., how much time do I need to leave my house?",3,"if i want to be in dallas , texas by 10 a.m . tomorrow , what time do i need to leave my house ?"
What time will Abeer arrive here when she leaves her clinic at 7pm?,2,what time will abeer arrive here if she left her clinic at 7 pm ?
Directions to nebraska tomorrow,0,directions to nebraska tomorrow
What is the distance between los angeles and honolulu?,1,what is the distance between los angeles and honolulu
Give me my way home,0,give me my route home
How long does the journey from Philadelphia to Boston take?,4,what 's the drive time from philly to boston
How long will I stand in a traffic jam,4,how long will i be in traffic for
Please show me detours to go home now and avoid all highways,6,please show me any detours for going home right now avoiding all highways
Can you tell me how to get a universal city walk without using the i4 from my home?,0,can you tell me how to get to universal city walk without using i4 from my house
Will I encounter flooding this morning?,5,will i encounter flooding on 8mile this morning ?
When should I go to get into town by noon?,3,when should i leave to get to town by noon
get the time it takes to get home on the i-10.,4,get the time it will take to get home on the i - 10 .
how many miles is it from Biloxi to new orleans,1,how many miles is it from biloxi to new orleans
How long does it take to drive from Dallas to Houston when I leave at 10 a.m.,4,how long does it take to drive from dallas to houston if i leave at 10 am
how much driving time is needed from cupertino to san jose.,4,how much driving time is needed from cupertino to san jose .
How long is my journey to the sea?,4,how long is my drive to oceanside
Did the rain affect the trip to my uncle Safwat?,5,did the rain affect driving to my uncle safwat ?
What time should I take to come to the Jubilee Concert tomorrow at 5.30 p.m.,3,what time should i leave to make it to the cheer concert by 5 : 30 pm tomorrow ?
How long will it take to get from Bellingham to Seattle?,4,how long will it take me to drive from bellingham to seattle
When do I have to leave tonight?,3,when do i need to leave tonight ?
When will I meet Gilbert?,2,when will i get to gilbert ?
"when I am here now, do I pass through floodwaters on my way to the shore?",5,"if i here now , will i drive through flooding on the way to the bank ?"
How long is my way to work when I go now,4,how long is my drive to work if i leave now
When should I leave the office if I want to be at the National Museum at 5 p.m.?,3,what time should i leave the office if i want to be in the national museum at 5 pm ?
"when I am here now, do I pass through floodwaters on my way to the shore?",5,"if i here now , will i drive through flooding on the way to the bank ?"
The quickest way to get me from home to the House of Dan is without taking the motorway and avoiding the toll.,0,get me the fastest way from home to dan 's house without taking the freeway and avoiding toll .
What is the traffic from home to work like?,6,what is the traffic from home to work
Flying kilometers between Alabama and Georgia,1,"mileage , by flight , between alabama and georgia"
is built to 35w in Minneapolis,6,is there construction on 35w in minneapolis
is there anyway to avoid the traffic,0,is there anyway to avoid traffic
How long will it take to get from Bellingham to Seattle?,4,how long will it take me to drive from bellingham to seattle
Will I make it to the concert in time if I stop to get Monica?,2,leaving in 5 min will i make it to the concert ontime if i stop to pick up monica ?
the fog slows down the motorway 5,5,is the fog slowing down freeway 5
"how far is it from the salt lake town, ut to portland, oregon",1,"how far is it from salt lake city , ut to portland , oregon"
When will I come to my aunt's house if I leave now?,2,when will i get to my aunt 's house if i leave now ?
"can I get from here to naperville, illinois till 10 am?",2,"can i get from here to naperville , illinois by 10 am ?"
What time should I take to make it to the game in Leverpool today?,3,what time should i leave to make it to the liverpool game today ?
Can I come to georgia before 12 o'clock if I leave now?,2,can i get to georgia before noon if i leave now ?
When should I leave the office if I want to be at the National Museum at 5 p.m.?,3,what time should i leave the office if i want to be in the national museum at 5 pm ?
Is there a faster route?,0,is there a faster route available
is there anyway to avoid the traffic,0,is there anyway to avoid traffic
"when would I arrive in trenton, nj if I left now and I - 75",2,"when would i arrive in trenton , nj if i left now and took i - 75"
the fog slows down the motorway 5,5,is the fog slowing down freeway 5
"If I drive until noon, how long will it take to get to South Park by bus?",4,"if i leave by noon , how long will it take me to get to south park by bus ?"
"Get a description of disney world from tallahassee, florida and avoid highways.",0,"get directions to disney world from tallahassee , florida , avoiding expressways ."
Fastest route to the airport,0,fastest route to airport
How far is the stadium from my current location?,1,how far is the stadium from my current location ?
Fastest way to hospital,0,fastest route to hospital
How long do I need to get home from the gym at 18: 15?,4,how long will it take me to get to nichole 's house from the gym if i leave at 6 : 15 p.m . ?
Can I get from here to vancouver tonight at 7 o'clock?,2,can i get from here to vancouver tonight at 7 ?
What is the distance between Boston and Las Vegas?,1,what 's the distance between boston and las vegas
"If I leave here at 5 in the morning, when will I get to Santa Cruz?",2,"if i leave here at 5 am , when will i get to santa cruz ?"
How long is my journey to the sea?,4,how long is my drive to oceanside
"Will the city center be flooded by the Kastanienallee, which leads into the city?",5,is there flooding downtown by the fort pitt bridge going into town ?
Greenville to Charleston,1,miles from greenville to charleston
Take me to downtown Cincinnati at 1 p.m. with no roadworks.,0,get me driving directions to downtown cincinnati without construction leaving at 1 pm .
What is the distance between Charlotte and Tampa?,1,what 's the distance between charlotte and tampa
get the time it takes to get home on the i-10.,4,get the time it will take to get home on the i - 10 .
How bad is the traffic today?,6,how bad is the traffic today
When do I have to leave tonight?,3,when do i need to leave tonight ?
Should I take an alternative route home today?,0,should i take an alternate route home today
What is the distance between Salem and Neuberg?,1,what 's the distance between salem and newberg
How much time should I take to make it to the game by 6 p.m.?,3,what time should i leave to make it to the lakers game by 6 pm ?
What is the distance between los angeles and honolulu?,1,what is the distance between los angeles and honolulu
Are the roads near my house icy?,5,are the roads icy near my house ?
"Which Route to Raleigh, NC Has No Toll Roads",0,"what route to raleigh , nc has no toll roads"
Are there delays on the 495?,6,are there any delays on 495
Which direction of 80 is supported?,6,what direction of 80 is backed up
"Will the city center be flooded by the Kastanienallee, which leads into the city?",5,is there flooding downtown by the fort pitt bridge going into town ?
Are there floods on the new jersey turner south toward Philadelphia today?,5,is there flooding on the new jersey turnpike south heading towards philadelphia today ?
Tell me where the black ice is,5,tell me where black ice advisories are
Directions to nebraska tomorrow,0,directions to nebraska tomorrow
How long will it take me to get to my lunch meeting when I drive the back roads?,4,how long will it take me to get to my noon meeting if i take the back roads ?
How long do I have to be away from home to be at fred meyer's until 9: 30 p.m.?,3,what time do i need to leave home by to get to fred meyer 's by 9 : 30 pm ?
Roads are slippery,5,are the roads slick
What do the current road conditions between work and home look like when I go now?,5,what do the current road conditions between work and home look like if i leave now ?
Can I come to georgia before 12 o'clock if I leave now?,2,can i get to georgia before noon if i leave now ?
"If I leave in an hour, how much time will I get to Portland?",2,"if i leave in an hour , what time will i get to portland ?"
When should I go if I want to make the girl's brunch at 3pm?,3,when should i leave if i want to make the girl 's brunch at 3 pm ?
When am I expected to go to the airport?,2,when am i expected to get to the airport
how many miles is it from la to hawaii,1,how many miles is it from la to hawaii
how much traffic there is on the 290,6,how much traffic is on the 290
What is the traffic from home to work like?,6,what is the traffic from home to work
Show me detours to play with the wounds.,6,show me detours to the bruins ' game .
"If I want to make it to the city by 12 o'clock, how much time do I need to leave my house in the morning?",3,"if i want to make it to ny city by 12 pm , what time i need to leave my house in the morning"
What are the road conditions in Tampa?,5,what are road conditions in tampa
how far away is Charleston sc from here,1,how far is charleston sc from here
"If I take the bus now, can I get to work by 7am?",2,if i take the bus now can i reach my work by 7 am ?
Will there be any construction work tonight on the way to the Rangers game?,6,will there be any construction on the commute to the rangers game tonight ?
How many hours will it take to get there?,4,how many hours will take to go to seattle
What are the road conditions in the Dallas Metroplex?,5,how are the road conditions in the dallas metroplex ?
how big is the distance between new york and florida,1,what is the distance between new york and florida
Will there be any construction work tonight on the way to the Rangers game?,6,will there be any construction on the commute to the rangers game tonight ?
Traffic jam on the rt 690,6,is traffic backed up on rt 690
Are the roads near work icy?,5,are the roads near work icy ?
how far away am I from the nearest rest area,1,how far am i from the nearest rest stop
will I come across broken power lines on the way to santa barbara?,6,will i run into downed power lines on the way to santa barbara ?
When should I leave my house to get downtown by 5 p.m.?,3,what time should i leave my house to get downtown by 5 pm
When should I go to the Fiesta to make it to 12 o'clock?,3,what time should i head out the door for the fiesta especial to make it by noon ?
How long is it to walk around this structure?,4,how long is it to go around this construction
When do I arrive at the mall when I leave my house at 7: 15 a.m.?,2,when will i arrive at the mall if i leave my house at 7 : 15
ll make it home at six o'clock,2,will i make it home by six
When should I go to the Fiesta to make it to 12 o'clock?,3,what time should i head out the door for the fiesta especial to make it by noon ?
When should I go to be at Rachel's until 5pm?,3,when should i leave to be at rachel 's by 5 pm ?
Obstacles on the way to work,6,any obstructions on my way to work
how far from my house to the tennis lake,1,how far from my house to sweetwater tennessee
Are the roads icy on the way to kim's tonight?,5,are the roads icy on the way to kim 's tonight ?
What is the traffic from home to work like?,6,what is the traffic from home to work
Should I take an alternative route home today?,0,should i take an alternate route home today
"from nasa in houston, send me an instruction to galveston.",0,"from nasa in houston , send me directions to galveston ."
Give me the way to the State Fair by taking the toll roads and leaving at 10 am.,0,"give me directions to the state fair by taking toll roads , leaving at 10 in the morning ."
What is the fastest way to get home to avoid traffic?,0,what is the fastest route home to avoid traffic
"what is the quickest way to Washington, DC",0,"what is the fastest route to washington , dc"
Can I get to my girlfriend by 5pm?,2,will i make it to my girlfriend 's by 5 pm ?
When will I meet Gilbert?,2,when will i get to gilbert ?
What is the quickest way home?,0,whats the fastest route home
How long do I have to go to make it to the Houston Rockets game by 8 p.m.?,3,what time will i need to leave to make it to the houston rocket 's game by 8 p.m . ?
Where traffic is strongest on the way to work,6,where is traffic heaviest on the way to work
Take me to San Antonio Texas and no toll roads?,0,take me to san antonio texas and no toll roads ?
What's the traffic like in downtown Atlanta?,6,what is the traffic like in downtown atlanta
how is the traffic from los angeles to san francisco,6,what is the traffic like driving from los angeles to san francisco
What is the traffic from downtown to my house?,6,what 's the traffic from downtown to my house
Is it a clear shot at the trump card?,6,is it a clear shot to the trump rally
I need help to get to unisys today at 3pm,0,i need help getting to unisys today at 3 pm
Give me the way to the State Fair by taking the toll roads and leaving at 10 am.,0,"give me directions to the state fair by taking toll roads , leaving at 10 in the morning ."
What is the distance between Charlotte and Tampa?,1,what 's the distance between charlotte and tampa
How long will it take to get to Cindy's house?,4,how long will it take me to get to cindy 's house ?
What is my new estimated arrival time if I take to the road instead of on the motorway?,2,what is my new estimated arrival time if i take the street roads instead of the freeway
how many miles is it from atlanta to savannah,1,how many miles is it from atlanta to savannah
Flying kilometers between Alabama and Georgia,1,"mileage , by flight , between alabama and georgia"
"If I leave the art festival at 9 p.m., when will I make it home?",2,if i leave art festival at 9 pm what time i will make it home ?
"If I want to be in Dallas, Texas tomorrow at 10 a.m., how much time do I need to leave my house?",3,"if i want to be in dallas , texas by 10 a.m . tomorrow , what time do i need to leave my house ?"
Is there a destroyed power in Giza City?,5,is there any downed power to giza city ?
What is my quickest route to a Walmart?,0,what is my quickest route to a walmart
"how far from my house to seguin, tx",1,"how far from my house to seguin , tx"
"how far from my house to seguin, tx",1,"how far from my house to seguin , tx"
"Calculate how long it will take me to travel from Moscow, pa to Portland or.",4,"calculate how long it will take for me to drive from moscow , pa to portland , or ."
traffic is free on the i-275 northbound today at 5 p.m.,6,is the traffic clear going north on i - 275 at 5 pm today
"If I start at 3 p.m. today, I'll be there in time for the Sharks' game against the Oilers at 5 p.m.",2,"if started at 3 pm today , will i be on time for sharks v . oilers match starting at 5 pm ."
Can I get from here to galveston before 6 p.m.?,2,can i get from here to galveston before 6 pm ?
Please tell me the traffic for this morning,6,please tell me the traffic for this morning
How long does the train to Chicago take?,4,how long does the train take to chicago
Have they already solved the accident on 528?,6,have they cleared up the accident on 528 yet
"If I take the 11 hwy, I can make it to Yuma by 4 p.m.",2,if i take the 11 hwy can i make it to yuma by 4 pm
How long will it take me to get to San Francisco from here if I leave now?,4,how long will it take me to get to san francsico china town from here if i leave now ?
How long will it take to get to my doctor's appointment at 3pm if I'm not driving on the motorway?,4,how long will it take to get to my doctors appointment at 3 pm if i don't take the highway
how many hours it takes from Syracuse to Watertown,4,how many hours is it from syracuse to watertown
"If I take the bus now, can I get to work by 7am?",2,if i take the bus now can i reach my work by 7 am ?
When do I have to leave tonight?,3,when do i need to leave tonight ?
Directions to nebraska tomorrow,0,directions to nebraska tomorrow
Is there snow or ice on the roads to Grandma's house?,5,is there any snow or ice on the roads to grandma 's house ?
the fog slows down the motorway 5,5,is the fog slowing down freeway 5
"If the meeting starts at 9 a.m., what time do I have to leave my mother at home?",3,if the meeting starts at 9 am what time will i have to leave my mom ; s home
there are signs of black ice on the way to Reno,5,is there signs of black ice on the way to reno
I can come to the party before 6pm if I have picked up john and jose,2,can i get to the party before 6 pm if i picked up john and jose
How long will it take to get to my doctor's appointment at 3pm if I'm not driving on the motorway?,4,how long will it take to get to my doctors appointment at 3 pm if i don't take the highway
Tell me when I get to jim's when I go now.,2,tell me when will i arrive at jim 's if i leave now .
How long do I have to go to shoot a film at 7am in the B & B?,3,what time do i need to leave to make a 7 : 00 movie at b & b ?
What is my new estimated arrival time if I take to the road instead of on the motorway?,2,what is my new estimated arrival time if i take the street roads instead of the freeway
How long will I stand in a traffic jam,4,how long will i be in traffic for
Is there a broken power line on Barton Road?,5,is there a downed power line on barton road ?
"can I get from here to naperville, illinois till 10 am?",2,"can i get from here to naperville , illinois by 10 am ?"
how snowy are the roads leading to toledo today,5,how snowy are the roads that go to toledo today
Is it a clear shot at the trump card?,6,is it a clear shot to the trump rally
"If I take the 11 hwy, I can make it to Yuma by 4 p.m.",2,if i take the 11 hwy can i make it to yuma by 4 pm
Will there be any construction work tonight on the way to the Rangers game?,6,will there be any construction on the commute to the rangers game tonight ?
Is there flooding on the motorway right now?,5,is there flooding on the freeway right now ?
"When we leave the church at 12 o'clock, at what time will we be in the uncle's house?",2,if we leave church at 12 pm at what time we will be in uncle 's tom house
How much time should I take to get to the concert until 6 pm?,3,what time should i leave to make it to the concert by 6 pm ?
How much time should I take to get to the concert until 6 pm?,3,what time should i leave to make it to the concert by 6 pm ?
Are the roads to Main Street in Portland polluted this morning?,5,are the road to main st in portland fuggy this morning ?
Can I get to the doctor's office in 15 minutes if I am at home by 12 noon?,2,can i get to the doctor 's office in 15 minutes if i leave home by 12pm ?
When should I leave Chris's house to get to work at 9am on Friday morning?,3,what time should i depart from chris ' house to get to work by 9 am on friday morning ?
Is there a way I can make it to the mall before it closes?,0,is there any way i can make it to the mall before it closes ?
how snowy are the roads leading to toledo today,5,how snowy are the roads that go to toledo today
How long will it take to get to Guarulhos Airport from here if I leave now?,4,how long will it take me to get to guarulhos airport from here if i leave right now ?
What is my eta to home,2,what is my eta until home
What time should I take to make it to the game in Leverpool today?,3,what time should i leave to make it to the liverpool game today ?
Diversions for traffic,6,traffic detours
traffic in Toledonia is heavy,6,is traffic heavy in toledo
Tell me when I get to jim's when I go now.,2,tell me when will i arrive at jim 's if i leave now .
Directions to the nearest hospital,0,driving directions to the closest hospital
How secure is the Las Vegas Strip at the moment?,6,how backed up is the las vegas strip right now ?
there are signs of black ice on the way to Reno,5,is there signs of black ice on the way to reno
How much of this travel time is a construction-related delay?,4,how much of this travel time is a delay because of construction ?
How far is Durham?,1,how far to durham ?
What do the current road conditions between work and home look like when I go now?,5,what do the current road conditions between work and home look like if i leave now ?
Which way do I go from home to the kent state campus?,0,what direction do i head from home to get to the kent state campus ?
Can I ride my bike in Fort Collins this morning because of the road conditions?,5,can i drive the bike in fort collins this morning due to the road conditions
Have they already solved the accident on 528?,6,have they cleared up the accident on 528 yet
Are the paths to the nearest hospital clear?,5,are the roads to the nearest hospital clear ?
When can I go to celebrate my son's birthday at 9pm?,3,when can i leave to catch my son 's birthday at 9 pm ?
traffic in Toledonia is heavy,6,is traffic heavy in toledo
how far is the distance from murfreesboro to lakeland florida,1,what is the distance from murfreesboro to lakeland florida
when should i go if i have to be in carolina ave. tooth until 3 p.m.,3,what time should i leave if i need to be at carolina ave . dental by 3 pm
Fastest route home,0,fastest route home
